contract_id,vendor_name,category,contract_value_usd,start_date,end_date,governing_law,liability_cap_usd,auto_renews,risk_flags,risk_level,owner_team
CTR0393,Vertex Solutions,Professional Services,1376977.34,2025-01-28,2026-01-23,MA,3344010.2,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0394,NovaSys,Consulting,1495629.79,2024-06-07,2028-05-17,FL,3989447.05,Yes,High Liability; High Value,High,Sales
CTR0395,NovaSys,Hardware,1000397.73,2022-05-08,2025-04-22,FL,1828823.66,No,Expiring Soon; High Liability; High Value,High,Marketing
CTR0396,Summit Analytics,NDA,1012722.12,2025-01-02,2025-12-28,CO,2319558.12,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Sales
CTR0397,Summit Analytics,Consulting,332441.78,2022-11-06,2024-10-26,MA,489324.33,No,Expiring Soon,Medium,Marketing
CTR0398,ClearView AI,Data & Analytics,1290277.63,2024-12-06,2026-11-26,CA,1670100.02,Yes,High Liability; High Value,High,IT
CTR0399,ClearView AI,Professional Services,1837514.52,2025-05-12,2026-05-07,NY,3604388.19,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Product
CTR0400,Clearline Ltd,MSA,1040070.73,2023-09-07,2027-08-17,WA,2706089.03,Yes,High Liability; High Value,High,People
CTR0401,Vertex Solutions,Professional Services,617547.19,2022-01-13,2024-01-03,IL,1778863.06,No,Expiring Soon; High Liability; High Value,High,Product
CTR0402,Pinnacle Tech,Data & Analytics,537098.63,2023-08-21,2025-08-10,GA,1351418.25,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0403,BrightPath Inc,Professional Services,953716.71,2025-01-29,2028-01-14,CO,1906322.22,Yes,High Liability; High Value,High,IT
CTR0404,Meridian Systems,SaaS,115297.49,2023-01-24,2024-01-19,CO,130459.81,No,Expiring Soon,Medium,People
CTR0405,TrueData Co,Data & Analytics,1284264.04,2022-01-22,2025-01-06,CO,3182270.62,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0406,BrightPath Inc,Data & Analytics,1801045.0,2023-05-07,2026-04-21,WA,1902438.05,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0407,Lattice Ops,SaaS,1215809.83,2022-04-05,2025-03-20,FL,2164246.98,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Finance
CTR0408,Lattice Ops,Data & Analytics,566818.56,2024-05-17,2027-05-02,GA,641908.42,No,High Value,Medium,Operations
CTR0409,Orion Global,Consulting,179381.46,2025-01-10,2028-12-20,MA,347651.5,No,None,Low,Finance
CTR0410,Orion Global,Professional Services,255048.49,2025-02-27,2029-02-06,CO,698207.12,No,None,Low,Marketing
CTR0411,TrueData Co,SaaS,120801.44,2025-01-23,2026-01-18,CA,143388.41,No,Expiring Soon,Medium,Engineering
CTR0412,Nexus Partners,Professional Services,691450.99,2024-12-15,2026-12-05,CA,1510553.57,Yes,High Liability; High Value,High,Marketing
CTR0413,Apex Consulting,SaaS,960107.19,2022-07-18,2023-07-13,IL,2030703.1,No,Expiring Soon; High Liability; High Value,High,Finance
CTR0414,Clearline Ltd,SaaS,1970555.64,2024-10-31,2025-10-26,IL,3192283.46,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0415,TrueData Co,Consulting,749917.66,2025-02-28,2026-02-23,CO,814529.92,No,Expiring Soon; High Value,High,Marketing
CTR0416,Lattice Ops,Professional Services,1497554.0,2022-06-28,2026-06-07,CA,1540589.89,No,High Liability; High Value,High,Sales
CTR0417,Meridian Systems,MSA,1680195.74,2024-09-08,2026-08-29,MA,4669963.3,No,High Liability; High Value,High,Product
CTR0418,Vertex Solutions,Hardware,776141.57,2023-11-10,2025-10-30,TX,1026158.27,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0419,Acme Corp,Consulting,1106243.58,2023-01-29,2026-01-13,TX,1226819.36,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0420,BrightPath Inc,Hardware,35074.43,2024-09-10,2028-08-20,MA,45032.44,Yes,None,Low,Legal
CTR0421,Orion Global,Consulting,876098.65,2023-11-09,2024-11-03,IL,1696910.44,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Engineering
CTR0422,Nexus Partners,Hardware,338866.52,2024-11-06,2026-10-27,TX,1013398.23,Yes,High Liability,Medium,People
CTR0423,TrueData Co,MSA,686676.45,2023-10-01,2025-09-20,TX,1070727.42,No,Expiring Soon; High Liability; High Value,High,IT
CTR0424,ClearView AI,NDA,1682057.97,2025-03-18,2027-03-08,WA,4456371.22,No,High Liability; High Value,High,Operations
CTR0425,Vertex Solutions,Data & Analytics,395730.84,2023-08-28,2025-08-17,CA,578222.99,No,Expiring Soon,Medium,Engineering
CTR0426,Acme Corp,Professional Services,1004259.65,2023-11-26,2024-11-20,IL,1727971.81,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0427,Lattice Ops,Consulting,724544.38,2022-09-14,2024-09-03,CO,1939234.28,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0428,Orion Global,Data & Analytics,1930370.28,2023-07-20,2024-07-14,DE,4458077.07,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0429,Nexus Partners,Consulting,139086.0,2023-05-03,2025-04-22,MA,365610.94,Yes,Expiring Soon; Auto-Renew Risk,High,Marketing
CTR0430,Apex Consulting,Data & Analytics,1552594.87,2023-11-20,2027-10-30,NY,2611516.99,Yes,High Liability; High Value,High,Finance
CTR0431,Meridian Systems,Data & Analytics,751553.89,2022-01-20,2023-01-15,GA,1569221.22,No,Expiring Soon; High Liability; High Value,High,Design
CTR0432,Nexus Partners,Data & Analytics,1190134.61,2022-11-10,2026-10-20,WA,1345610.04,Yes,High Liability; High Value,High,Marketing
CTR0433,NovaSys,Hardware,1368130.15,2022-06-05,2024-05-25,FL,3771800.07,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Finance
CTR0434,Apex Consulting,MSA,1461684.55,2022-04-02,2023-03-28,MA,1580462.9,No,Expiring Soon; High Liability; High Value,High,Legal
CTR0435,ClearView AI,Data & Analytics,16052.9,2023-07-17,2024-07-11,FL,42433.11,Yes,Expiring Soon; Auto-Renew Risk,High,Engineering
CTR0436,Meridian Systems,Data & Analytics,1125412.36,2022-07-24,2023-07-19,TX,2936024.0,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Product
CTR0437,NovaSys,Professional Services,1665569.27,2023-05-10,2026-04-24,NY,4084751.24,No,Expiring Soon; High Liability; High Value,High,Marketing
CTR0438,Vertex Solutions,Data & Analytics,1302788.06,2024-01-07,2025-12-27,IL,1930901.95,No,Expiring Soon; High Liability; High Value,High,People
CTR0439,Apex Consulting,SaaS,266889.0,2024-10-09,2027-09-24,NY,792303.46,No,None,Low,Finance
CTR0440,DataBridge,SaaS,1795768.06,2023-06-08,2024-06-02,NY,4098095.78,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Design
CTR0441,DataBridge,MSA,1679120.46,2023-02-09,2027-01-19,DE,2801161.54,Yes,High Liability; High Value,High,Engineering
CTR0442,Summit Analytics,SaaS,295035.39,2022-04-03,2024-03-23,MA,574107.51,No,Expiring Soon,Medium,Product
CTR0443,Apex Consulting,Data & Analytics,1965471.82,2024-02-01,2028-01-11,NY,3996989.2,No,High Liability; High Value,High,Legal
CTR0444,Lattice Ops,Consulting,1258407.13,2023-12-11,2024-12-05,NY,3617033.33,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0445,TrueData Co,Data & Analytics,225543.96,2023-09-29,2025-09-18,MA,361581.77,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0446,Orion Global,Hardware,778373.07,2023-09-01,2024-08-26,GA,1140360.8,No,Expiring Soon; High Liability; High Value,High,Design
CTR0447,Acme Corp,MSA,1286958.1,2023-01-18,2026-12-28,NY,2357903.09,Yes,High Liability; High Value,High,Marketing
CTR0448,Meridian Systems,SaaS,1672384.42,2024-01-26,2025-01-20,WA,4350781.38,No,Expiring Soon; High Liability; High Value,High,Marketing
CTR0449,DataBridge,MSA,27160.66,2023-01-22,2025-01-11,TX,39063.44,No,Expiring Soon,Medium,Design
CTR0450,Vertex Solutions,Hardware,1382817.62,2025-02-25,2027-02-15,DE,2811265.11,No,High Liability; High Value,High,Product
CTR0451,Acme Corp,Professional Services,1949446.89,2023-02-27,2024-02-22,CO,4408346.7,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0452,NovaSys,Professional Services,1092202.57,2022-02-11,2023-02-06,CO,2819974.25,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,People
CTR0453,BrightPath Inc,MSA,29864.26,2022-08-26,2025-08-10,FL,50430.86,No,Expiring Soon,Medium,People
CTR0454,DataBridge,Professional Services,508438.63,2024-05-02,2026-04-22,CA,819254.13,No,Expiring Soon; High Value,High,Legal
CTR0455,Acme Corp,Hardware,1862879.98,2023-09-09,2026-08-24,IL,4225750.97,No,High Liability; High Value,High,IT
CTR0456,Vertex Solutions,NDA,1111435.85,2022-10-30,2024-10-19,TX,2285648.61,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Product
CTR0457,Lattice Ops,NDA,1369842.13,2022-06-24,2025-06-08,DE,2836616.0,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Finance
CTR0458,Pinnacle Tech,Hardware,618608.27,2024-09-19,2025-09-14,NY,894829.54,No,Expiring Soon; High Value,High,Sales
CTR0459,Vertex Solutions,Professional Services,433340.99,2024-06-09,2028-05-19,CA,1223693.0,No,High Liability,Medium,Finance
CTR0460,Summit Analytics,SaaS,1529812.62,2023-02-13,2025-02-02,WA,3830949.65,No,Expiring Soon; High Liability; High Value,High,Sales
CTR0461,DataBridge,Professional Services,956444.86,2023-05-05,2025-04-24,FL,2284745.92,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0462,TrueData Co,Professional Services,1236090.01,2025-01-30,2028-01-15,DE,1884559.74,Yes,High Liability; High Value,High,Legal
CTR0463,TrueData Co,Consulting,1017917.35,2022-09-05,2023-08-31,MA,2044735.12,No,Expiring Soon; High Liability; High Value,High,Engineering
CTR0464,Orion Global,NDA,510049.45,2023-10-30,2024-10-24,DE,1182698.32,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Sales
CTR0465,Pinnacle Tech,NDA,1174651.07,2025-03-30,2026-03-25,TX,1783612.49,No,Expiring Soon; High Liability; High Value,High,People
CTR0466,Nexus Partners,SaaS,595897.03,2023-02-18,2025-02-07,WA,641412.75,Yes,Expiring Soon; Auto-Renew Risk; High Value,High,People
CTR0467,BrightPath Inc,NDA,705438.32,2023-04-21,2025-04-10,CA,1323170.27,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Marketing
CTR0468,ClearView AI,Professional Services,1511083.32,2023-10-22,2026-10-06,WA,3778067.39,No,High Liability; High Value,High,IT
CTR0469,ClearView AI,NDA,233582.34,2022-09-03,2025-08-18,GA,643997.88,No,Expiring Soon,Medium,People
CTR0470,Summit Analytics,Professional Services,1495592.86,2025-02-17,2026-02-12,DE,4233249.06,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0471,NovaSys,Consulting,277559.94,2024-04-28,2027-04-13,WA,629638.3,Yes,None,Low,Design
CTR0472,Clearline Ltd,Consulting,1536202.35,2022-01-01,2023-12-22,GA,2912009.51,No,Expiring Soon; High Liability; High Value,High,Marketing
CTR0473,Orion Global,Hardware,1713823.24,2024-04-22,2027-04-07,CA,3707016.29,Yes,High Liability; High Value,High,Operations
CTR0474,Meridian Systems,NDA,952726.88,2023-01-25,2025-01-14,WA,2266778.23,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Legal
CTR0475,Acme Corp,NDA,993430.62,2024-02-05,2026-01-25,DE,1352579.81,No,Expiring Soon; High Liability; High Value,High,Product
CTR0476,Clearline Ltd,Data & Analytics,1217478.89,2022-05-03,2023-04-28,CA,2017708.57,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Finance
CTR0477,DataBridge,Professional Services,437824.88,2025-01-09,2028-12-19,FL,647741.8,Yes,None,Low,Marketing
CTR0478,Orion Global,NDA,956736.45,2024-10-15,2027-09-30,FL,2263606.81,Yes,High Liability; High Value,High,Legal
CTR0479,BrightPath Inc,Hardware,203245.45,2023-10-30,2025-10-19,CA,209791.93,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0480,Vertex Solutions,Data & Analytics,1610428.78,2025-04-27,2029-04-06,CO,4124345.5,Yes,High Liability; High Value,High,Sales
CTR0481,Summit Analytics,Hardware,953527.6,2024-03-12,2027-02-25,DE,2458334.49,Yes,High Liability; High Value,High,Marketing
CTR0482,BrightPath Inc,Professional Services,1601618.81,2024-03-08,2026-02-26,FL,3977997.79,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0483,Acme Corp,NDA,1909835.2,2024-07-19,2025-07-14,GA,3967051.63,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,People
CTR0484,BrightPath Inc,NDA,135296.02,2023-03-04,2027-02-11,DE,160258.68,No,None,Low,Finance
CTR0485,Lattice Ops,MSA,1300222.95,2022-09-04,2026-08-14,WA,3677089.89,No,High Liability; High Value,High,People
CTR0486,DataBridge,Data & Analytics,975648.98,2023-09-04,2026-08-19,WA,2413834.54,Yes,High Liability; High Value,High,Legal
CTR0487,TrueData Co,MSA,1464041.52,2023-04-04,2027-03-14,TX,2598118.26,No,High Liability; High Value,High,Operations
CTR0488,Nexus Partners,Professional Services,800569.82,2022-10-09,2026-09-18,CO,2068847.3,No,High Liability; High Value,High,Engineering
CTR0489,ClearView AI,Professional Services,81992.19,2024-04-01,2026-03-22,DE,243922.09,Yes,Expiring Soon; Auto-Renew Risk,High,IT
CTR0490,Meridian Systems,Consulting,950408.18,2025-04-06,2026-04-01,IL,1883030.04,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0491,TrueData Co,MSA,153135.55,2023-03-29,2025-03-18,TX,307377.27,No,Expiring Soon,Medium,Operations
CTR0492,DataBridge,NDA,1287207.18,2022-10-18,2026-09-27,DE,3503156.04,No,High Liability; High Value,High,People
CTR0493,Clearline Ltd,Professional Services,1690472.59,2022-04-09,2025-03-24,WA,4384134.16,No,Expiring Soon; High Liability; High Value,High,Operations
CTR0494,ClearView AI,NDA,1612122.49,2024-12-07,2027-11-22,CO,1618548.1,No,High Liability; High Value,High,Sales
CTR0495,Nexus Partners,Data & Analytics,1172900.86,2024-07-24,2026-07-14,TX,3173761.05,No,High Liability; High Value,High,Operations
CTR0496,Pinnacle Tech,MSA,1091526.49,2022-11-12,2023-11-07,FL,2343384.64,Yes,Expiring Soon; High Liability; Auto-Renew Risk; High Value,High,Operations
CTR0497,Nexus Partners,Professional Services,1466056.77,2023-04-21,2027-03-31,CO,2902581.52,No,High Liability; High Value,High,Operations
CTR0498,DataBridge,SaaS,260530.76,2023-04-17,2026-04-01,GA,384899.17,Yes,Expiring Soon; Auto-Renew Risk,High,Marketing
CTR0499,Pinnacle Tech,Consulting,23054.0,2022-01-23,2025-01-07,DE,48823.32,Yes,Expiring Soon; Auto-Renew Risk,High,Legal
CTR0500,ClearView AI,Data & Analytics,199960.17,2024-10-22,2025-10-17,MA,383700.31,Yes,Expiring Soon; Auto-Renew Risk,High,Finance
